source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
core5000	core5000:output:noun:1	output	вывод; результат	noun	B1	[ˈaʊtpʊt]	The output is important.	Это важно: вывод; результат.	Output = out + put: то, что система выдаёт наружу.	IT,education	outputs
core5000	core5000:overcome:verb:1	overcome	преодолевать	verb	B2	[ˌəʊvəˈkʌm]	We need to overcome it.	Нужно выполнить действие: преодолевать.	Overcome = over + come: пройти через трудность и справиться.	emotions,work	overcomes,overcame,overcome,overcoming
core5000	core5000:overview:noun:1	overview	обзор	noun	B2	[ˈəʊvəvjuː]	The overview is important.	Это важно: обзор.	Overview = over + view: взгляд сверху, общий обзор.	education,work	overviews
core5000	core5000:ownership:noun:1	ownership	владение; право собственности	noun	B2	[ˈəʊnəʃɪp]	The ownership is important.	Это важно: владение; право собственности.	Ownership = owner + -ship: состояние владения.	money,society	
core5000	core5000:panel:noun:1	panel	панель	noun	B1	[ˈpænəl]	The panel is important.	Это важно: панель.	Panel почти как “панель”.	IT,technology	panels
core5000	core5000:parallel:adjective:1	parallel	параллельный	adjective	B1	[ˈpærəlel]	This is parallel.	Это можно описать как: параллельный.	Parallel почти как “параллельный”.	education,IT	
core5000	core5000:parameter:noun:1	parameter	параметр	noun	B2	[pəˈræmɪtə]	The parameter is important.	Это важно: параметр.	Parameter почти как “параметр”.	IT,education	parameters
core5000	core5000:participate:verb:1	participate	участвовать	verb	B1	[pɑːˈtɪsɪpeɪt]	We need to participate it.	Нужно выполнить действие: участвовать.	Participate связано с participant — участник.	education,society	participates,participated,participating
core5000	core5000:participation:noun:1	participation	участие	noun	B2	[pɑːˌtɪsɪˈpeɪʃən]	The participation is important.	Это важно: участие.	Participation связано с participate — участвовать.	education,society	
core5000	core5000:partnership:noun:1	partnership	партнёрство	noun	B2	[ˈpɑːtnəʃɪp]	The partnership is important.	Это важно: партнёрство.	Partnership = partner + -ship: отношения партнёров.	work,business	partnerships
core5000	core5000:passage:noun:1	passage	отрывок; проход	noun	B1	[ˈpæsɪdʒ]	The passage is important.	Это важно: отрывок; проход.	Passage = проход или отрывок текста.	education,travel	passages
core5000	core5000:passive:adjective:1	passive	пассивный	adjective	B1	[ˈpæsɪv]	This is passive.	Это можно описать как: пассивный.	Passive почти как “пассивный”.	education,communication	
core5000	core5000:patch:noun:1	patch	заплатка; исправление	noun	B2	[pætʃ]	The patch is important.	Это важно: заплатка; исправление.	Patch = заплатка. В IT patch = небольшое исправление программы.	IT,technology	patches
core5000	core5000:payment:noun:1	payment	платёж; оплата	noun	A2	[ˈpeɪmənt]	The payment is important.	Это важно: платёж; оплата.	Payment связано с pay — платить.	money,shopping	payments
core5000	core5000:penalty:noun:1	penalty	штраф; наказание	noun	B1	[ˈpenəlti]	The penalty is important.	Это важно: штраф; наказание.	Penalty почти как “пенальти” в футболе, но шире: штраф/наказание.	sport,money	penalties
core5000	core5000:percentage:noun:1	percentage	процент; доля	noun	B1	[pəˈsentɪdʒ]	The percentage is important.	Это важно: процент; доля.	Percentage связано с percent — процент.	money,education	percentages
core5000	core5000:perception:noun:1	perception	восприятие	noun	B2	[pəˈsepʃən]	The perception is important.	Это важно: восприятие.	Perception связано с perceive — воспринимать.	body,communication	perceptions
core5000	core5000:perfectly:adverb:1	perfectly	идеально; совершенно	adverb	A2	[ˈpɜːfɪktli]	It changed perfectly.	Это изменилось так: идеально; совершенно.	Perfectly = perfect + -ly: идеальный → идеально.	communication,IT	
core5000	core5000:permanent:adjective:1	permanent	постоянный	adjective	B1	[ˈpɜːmənənt]	This is permanent.	Это можно описать как: постоянный.	Permanent = постоянный. Пара: permanent — temporary.	time,work	
core5000	core5000:phrase:noun:1	phrase	фраза	noun	A1	[freɪz]	The phrase is important.	Это важно: фраза.	Phrase почти как “фраза”.	language,education	phrases
core5000	core5000:pile:noun:1	pile	куча; стопка	noun	B1	[paɪl]	The pile is important.	Это важно: куча; стопка.	Pile = куча/стопка.	daily life,home	piles
core5000	core5000:pitch:noun:1	pitch	поле; подача; презентация	noun	B2	[pɪtʃ]	The pitch is important.	Это важно: поле; подача; презентация.	Pitch многозначное: поле, высота звука, подача идеи/презентация.	business,sport	pitches
core5000	core5000:placement:noun:1	placement	размещение	noun	B2	[ˈpleɪsmənt]	The placement is important.	Это важно: размещение.	Placement = place + -ment: размещение.	IT,work	placements
core5000	core5000:plot:noun:1	plot	сюжет; участок	noun	B1	[plɒt]	The plot is important.	Это важно: сюжет; участок.	Plot = сюжет, а также участок земли или график.	art,education	plots
core5000	core5000:portion:noun:1	portion	часть; порция	noun	B1	[ˈpɔːʃən]	The portion is important.	Это важно: часть; порция.	Portion = порция или часть.	food,daily life	portions
core5000	core5000:portrait:noun:1	portrait	портрет	noun	B1	[ˈpɔːtrət]	The portrait is important.	Это важно: портрет.	Portrait почти как “портрет”.	art,people	portraits
core5000	core5000:possession:noun:1	possession	владение; имущество	noun	B2	[pəˈzeʃən]	The possession is important.	Это важно: владение; имущество.	Possession связано с possess — владеть.	money,daily life	possessions
core5000	core5000:potential:adjective:1	potential	потенциальный	adjective	B1	[pəˈtenʃəl]	This is potential.	Это можно описать как: потенциальный.	Potential почти как “потенциальный”.	work,communication	
core5000	core5000:prediction:noun:1	prediction	предсказание; прогноз	noun	B1	[prɪˈdɪkʃən]	The prediction is important.	Это важно: предсказание; прогноз.	Prediction связано с predict — предсказывать.	weather,education	predictions
core5000	core5000:preference:noun:1	preference	предпочтение	noun	B2	[ˈprefrəns]	The preference is important.	Это важно: предпочтение.	Preference связано с prefer — предпочитать.	people,IT	preferences
core5000	core5000:preparation:noun:1	preparation	подготовка	noun	A2	[ˌprepəˈreɪʃən]	The preparation is important.	Это важно: подготовка.	Preparation связано с prepare — готовить.	education,work	preparations
core5000	core5000:presence:noun:1	presence	присутствие	noun	B2	[ˈprezəns]	The presence is important.	Это важно: присутствие.	Presence связано с present — присутствующий.	people,communication	
core5000	core5000:presentation:noun:1	presentation	презентация; выступление	noun	A2	[ˌpreznˈteɪʃən]	The presentation is important.	Это важно: презентация; выступление.	Presentation почти как “презентация”.	work,education	presentations
core5000	core5000:preserve:verb:1	preserve	сохранять; оберегать	verb	B2	[prɪˈzɜːv]	We need to preserve it.	Нужно выполнить действие: сохранять; оберегать.	Preserve = сохранить в хорошем состоянии. Preservation = сохранение.	history,nature	preserves,preserved,preserving
core5000	core5000:pride:noun:1	pride	гордость	noun	B1	[praɪd]	The pride is important.	Это важно: гордость.	Pride = гордость. Proud = гордый.	emotions,people	
core5000	core5000:primarily:adverb:1	primarily	в основном; прежде всего	adverb	B2	[ˈpraɪmərəli]	It changed primarily.	Это изменилось так: в основном; прежде всего.	Primarily связано с primary — основной.	communication,work	
core5000	core5000:priority:noun:1	priority	приоритет	noun	B2	[praɪˈɒrəti]	The priority is important.	Это важно: приоритет.	Priority почти как “приоритет”.	work,IT	priorities
core5000	core5000:privacy:noun:1	privacy	конфиденциальность; личная жизнь	noun	B2	[ˈprɪvəsi]	The privacy is important.	Это важно: конфиденциальность; личная жизнь.	Privacy связано с private — личный/частный.	IT,people	
core5000	core5000:probability:noun:1	probability	вероятность	noun	B2	[ˌprɒbəˈbɪləti]	The probability is important.	Это важно: вероятность.	Probability связано с probable — вероятный.	education,weather	probabilities
core5000	core5000:procedure:noun:1	procedure	процедура; порядок действий	noun	B2	[prəˈsiːdʒə]	The procedure is important.	Это важно: процедура; порядок действий.	Procedure почти как “процедура”.	work,health	procedures
core5000	core5000:proceed:verb:1	proceed	продолжать; переходить	verb	B2	[prəˈsiːd]	We need to proceed it.	Нужно выполнить действие: продолжать; переходить.	Proceed = продолжить движение/действие. В интерфейсах часто proceed = перейти дальше.	communication,IT	proceeds,proceeded,proceeding
core5000	core5000:processing:noun:1	processing	обработка	noun	B1	[ˈprəʊsesɪŋ]	The processing is important.	Это важно: обработка.	Processing = process + -ing: обработка.	IT,work	
core5000	core5000:profession:noun:1	profession	профессия	noun	B1	[prəˈfeʃən]	The profession is important.	Это важно: профессия.	Profession почти как “профессия”.	work,people	professions
core5000	core5000:professional:adjective:1	professional	профессиональный	adjective	A2	[prəˈfeʃənəl]	This is professional.	Это можно описать как: профессиональный.	Professional почти как “профессиональный”.	work,people	
core5000	core5000:profile:noun:1	profile	профиль	noun	A2	[ˈprəʊfaɪl]	The profile is important.	Это важно: профиль.	Profile почти как “профиль”.	IT,people	profiles
core5000	core5000:progress:verb:1	progress	прогрессировать; продвигаться	verb	B1	[prəˈɡres]	We need to progress it.	Нужно выполнить действие: прогрессировать; продвигаться.	Progress как noun = прогресс, как verb = продвигаться.	work,education	progresses,progressed,progressing
core5000	core5000:prompt:noun:1	prompt	подсказка; запрос	noun	B2	[prɒmpt]	The prompt is important.	Это важно: подсказка; запрос.	Prompt = подсказка/запрос.	IT,education	prompts
core5000	core5000:promotion:noun:1	promotion	повышение; продвижение	noun	B1	[prəˈməʊʃən]	The promotion is important.	Это важно: повышение; продвижение.	Promotion связано с promote — продвигать/повышать.	work,business	promotions
core5000	core5000:proof:noun:1	proof	доказательство	noun	B1	[pruːf]	The proof is important.	Это важно: доказательство.	Proof = доказательство.	education,society	proofs
core5000	core5000:proportion:noun:1	proportion	доля; пропорция	noun	B2	[prəˈpɔːʃən]	The proportion is important.	Это важно: доля; пропорция.	Proportion почти как “пропорция”.	education,work	proportions
core5000	core5000:protection:noun:1	protection	защита	noun	A2	[prəˈtekʃən]	The protection is important.	Это важно: защита.	Protection связано с protect — защищать.	health,IT	
core5000	core5000:provider:noun:1	provider	поставщик; провайдер	noun	B2	[prəˈvaɪdə]	The provider is important.	Это важно: поставщик; провайдер.	Provider = provide + -er: тот, кто предоставляет услугу.	business,IT	providers
core5000	core5000:publication:noun:1	publication	публикация; издание	noun	B2	[ˌpʌblɪˈkeɪʃən]	The publication is important.	Это важно: публикация; издание.	Publication связано с publish — публиковать.	media,education	publications
core5000	core5000:pure:adjective:1	pure	чистый	adjective	B1	[pjʊə]	This is pure.	Это можно описать как: чистый.	Pure = чистый, без примесей.	nature,science	purer,purest
core5000	core5000:qualification:noun:1	qualification	квалификация	noun	B2	[ˌkwɒlɪfɪˈkeɪʃən]	The qualification is important.	Это важно: квалификация.	Qualification почти как “квалификация”.	work,education	qualifications
core5000	core5000:rapid:adjective:1	rapid	быстрый; стремительный	adjective	B1	[ˈræpɪd]	This is rapid.	Это можно описать как: быстрый; стремительный.	Rapid = быстрый/стремительный, часто про изменения.	time,work	
core5000	core5000:rare:adjective:1	rare	редкий	adjective	A2	[reə]	This is rare.	Это можно описать как: редкий.	Rare = редкий. Rarely = редко.	nature,daily life	rarer,rarest
core5000	core5000:ratio:noun:1	ratio	соотношение	noun	B2	[ˈreɪʃiəʊ]	The ratio is important.	Это важно: соотношение.	Ratio = соотношение чисел.	education,science	ratios
core5000	core5000:reaction:noun:1	reaction	реакция	noun	A2	[riˈækʃən]	The reaction is important.	Это важно: реакция.	Reaction почти как “реакция”. Связано с react — реагировать.	emotions,science	reactions
core5000	core5000:reader:noun:1	reader	читатель	noun	A2	[ˈriːdə]	The reader is important.	Это важно: читатель.	Reader = read + -er: тот, кто читает.	education,IT	readers
core5000	core5000:realistic:adjective:1	realistic	реалистичный	adjective	B2	[ˌrɪəˈlɪstɪk]	This is realistic.	Это можно описать как: реалистичный.	Realistic связано с real — реальный.	work,education	
core5000	core5000:reasonable:adjective:1	reasonable	разумный; приемлемый	adjective	B1	[ˈriːzənəbəl]	This is reasonable.	Это можно описать как: разумный; приемлемый.	Reasonable связано с reason — причина/разум.	money,communication	
core5000	core5000:recognition:noun:1	recognition	признание; распознавание	noun	B2	[ˌrekəɡˈnɪʃən]	The recognition is important.	Это важно: признание; распознавание.	Recognition связано с recognize — узнавать/распознавать.	IT,people	
core5000	core5000:recovery:noun:1	recovery	восстановление	noun	B2	[rɪˈkʌvəri]	The recovery is important.	Это важно: восстановление.	Recovery связано с recover — восстанавливаться.	health,IT	recoveries
core5000	core5000:recruit:verb:1	recruit	набирать; вербовать	verb	B2	[rɪˈkruːt]	We need to recruit it.	Нужно выполнить действие: набирать; вербовать.	Recruit = набирать людей в команду/организацию.	work,business	recruits,recruited,recruiting
core5000	core5000:reduction:noun:1	reduction	снижение; уменьшение	noun	B2	[rɪˈdʌkʃən]	The reduction is important.	Это важно: снижение; уменьшение.	Reduction связано с reduce — уменьшать.	money,work	reductions
core5000	core5000:regional:adjective:1	regional	региональный	adjective	B1	[ˈriːdʒənəl]	This is regional.	Это можно описать как: региональный.	Regional связано с region — регион.	society,work	
core5000	core5000:registration:noun:1	registration	регистрация	noun	A2	[ˌredʒɪˈstreɪʃən]	The registration is important.	Это важно: регистрация.	Registration связано с register — регистрироваться.	IT,work	registrations
core5000	core5000:reject:verb:1	reject	отклонять; отвергать	verb	B2	[rɪˈdʒekt]	We need to reject it.	Нужно выполнить действие: отклонять; отвергать.	Reject = отклонить/отвергнуть. Пара: accept — reject.	communication,work	rejects,rejected,rejecting
core5000	core5000:reliable:adjective:1	reliable	надёжный	adjective	B1	[rɪˈlaɪəbəl]	This is reliable.	Это можно описать как: надёжный.	Reliable связано с rely on — полагаться на.	communication,IT	
core5000	core5000:relief:noun:1	relief	облегчение	noun	B2	[rɪˈliːf]	The relief is important.	Это важно: облегчение.	Relief связано с relieve — облегчать.	emotions,health	
core5000	core5000:remarkable:adjective:1	remarkable	замечательный; выдающийся	adjective	B2	[rɪˈmɑːkəbəl]	This is remarkable.	Это можно описать как: замечательный; выдающийся.	Remarkable = worthy of remark: настолько заметный, что о нём хочется сказать.	communication,work	
core5000	core5000:reminder:noun:1	reminder	напоминание	noun	B1	[rɪˈmaɪndə]	The reminder is important.	Это важно: напоминание.	Reminder = remind + -er: то, что напоминает.	time,IT	reminders
core5000	core5000:represent:verb:1	represent	представлять	verb	B1	[ˌreprɪˈzent]	We need to represent it.	Нужно выполнить действие: представлять.	Represent связано с representation — представление.	communication,education	represents,represented,representing
core5000	core5000:requirement:noun:1	requirement	требование	noun	B1	[rɪˈkwaɪəmənt]	The requirement is important.	Это важно: требование.	Requirement связано с require — требовать.	work,IT	requirements
core5000	core5000:rescue:verb:1	rescue	спасать	verb	B1	[ˈreskjuː]	We need to rescue it.	Нужно выполнить действие: спасать.	Rescue = спасать из опасной ситуации.	health,society	rescues,rescued,rescuing
core5000	core5000:resistance:noun:1	resistance	сопротивление	noun	B2	[rɪˈzɪstəns]	The resistance is important.	Это важно: сопротивление.	Resistance связано с resist — сопротивляться.	society,science	
core5000	core5000:resolution:noun:1	resolution	решение; разрешение	noun	B2	[ˌrezəˈluːʃən]	The resolution is important.	Это важно: решение; разрешение.	Resolution может значить решение проблемы или разрешение изображения.	IT,communication	resolutions
core5000	core5000:respectively:adverb:1	respectively	соответственно	adverb	B2	[rɪˈspektɪvli]	It changed respectively.	Это изменилось так: соответственно.	Respectively = соответственно, в указанном порядке.	education,work	
core5000	core5000:restriction:noun:1	restriction	ограничение	noun	B2	[rɪˈstrɪkʃən]	The restriction is important.	Это важно: ограничение.	Restriction связано с restrict — ограничивать.	society,IT	restrictions
core5000	core5000:retain:verb:1	retain	сохранять; удерживать	verb	B2	[rɪˈteɪn]	We need to retain it.	Нужно выполнить действие: сохранять; удерживать.	Retain = сохранить/удержать, часто более формально, чем keep.	work,IT	retains,retained,retaining
core5000	core5000:reveal:verb:1	reveal	раскрывать; показывать	verb	B2	[rɪˈviːl]	We need to reveal it.	Нужно выполнить действие: раскрывать; показывать.	Reveal = открыть скрытое, раскрыть.	communication,work	reveals,revealed,revealing
core5000	core5000:revenue:noun:1	revenue	выручка; доход	noun	B2	[ˈrevənjuː]	The revenue is important.	Это важно: выручка; доход.	Revenue = выручка/доход компании. Не то же самое, что personal income.	money,business	revenues
core5000	core5000:reverse:verb:1	reverse	обратить; развернуть	verb	B2	[rɪˈvɜːs]	We need to reverse it.	Нужно выполнить действие: обратить; развернуть.	Reverse = сделать наоборот/обратить порядок.	IT,education	reverses,reversed,reversing
core5000	core5000:revision:noun:1	revision	повторение; правка	noun	B2	[rɪˈvɪʒən]	The revision is important.	Это важно: повторение; правка.	Revision связано с revise — пересматривать/повторять.	education,work	revisions
core5000	core5000:reward:noun:1	reward	награда; вознаграждение	noun	B1	[rɪˈwɔːd]	The reward is important.	Это важно: награда; вознаграждение.	Reward = награда/вознаграждение.	work,emotions	rewards
core5000	core5000:rhythm:noun:1	rhythm	ритм	noun	B2	[ˈrɪðəm]	The rhythm is important.	Это важно: ритм.	Rhythm почти как “ритм”, но пишется необычно: rhythm.	music,art	rhythms
core5000	core5000:rival:noun:1	rival	соперник; конкурент	noun	B2	[ˈraɪvəl]	The rival is important.	Это важно: соперник; конкурент.	Rival = соперник/конкурент.	sport,business	rivals
