source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
core5000	core5000:bend:verb:1	bend	сгибать; изгибаться	verb	B1	[bˈend]	We need to bend this.	Нужно выполнить это действие: сгибать.	Bend = сгибать. Bent = согнутый.	body,daily life	bends,bent,bending
core5000	core5000:bicycle:noun:1	bicycle	велосипед	noun	A2	[bˈaɪsɪkəl]	We discussed the bicycle before the trip.	Мы обсудили это перед поездкой: велосипед.	Bicycle = bi + cycle: два колеса.	transport,sport	bicycles
core5000	core5000:biology:noun:1	biology	биология	noun	A2	[baɪˈɑːlədʒiː]	We discussed the biology in class.	Мы обсудили это на уроке: биология.	Biology почти как “биология”.	science,education	biologies
core5000	core5000:blade:noun:1	blade	лезвие; клинок	noun	B1	[blˈeɪd]	We discussed the blade.	Мы обсудили это: лезвие.		daily life,technology	blades
core5000	core5000:blame:verb:1	blame	винить	verb	B1	[blˈeɪm]	We need to blame this.	Нужно выполнить это действие: винить.	Blame = винить. Blame someone for something.	communication,people	blames,blamed,blaming
core5000	core5000:blanket:noun:1	blanket	одеяло	noun	A2	[blˈæŋkət]	We discussed the blanket.	Мы обсудили это: одеяло.		home,daily life	blankets
core5000	core5000:blind:adjective:1	blind	слепой	adjective	B1	[blˈaɪnd]	The example is blind.	Пример такой: слепой.	Blind = слепой. Blind spot = слепая зона.	body,health	
core5000	core5000:bond:noun:1	bond	связь; облигация	noun	B1	[bˈɑːnd]	We discussed the bond.	Мы обсудили это: связь.	Bond = связь. В finance bond = облигация.	money,people	bonds
core5000	core5000:bone:noun:1	bone	кость	noun	A2	[bˈəʊn]	We discussed the bone.	Мы обсудили это: кость.		body,health	bones
core5000	core5000:bonus:noun:1	bonus	бонус	noun	B1	[bˈəʊnəs]	We discussed the bonus at work.	Мы обсудили это на работе: бонус.	Bonus почти как “бонус”.	money,work	bonuses
core5000	core5000:boss:noun:1	boss	начальник	noun	A2	[bˈɑːs]	We discussed the boss at work.	Мы обсудили это на работе: начальник.	Boss = начальник.	work,people	bosses
core5000	core5000:boundary:noun:1	boundary	граница; предел	noun	B1	[bˈaʊndɜːiː]	Check the boundary before you continue.	Проверь это перед продолжением: граница.	Boundary = граница/предел. В IT boundary часто значит границу области.	education,IT	boundaries
core5000	core5000:bowl:noun:1	bowl	миска; чаша	noun	A2	[bˈəʊl]	We discussed the bowl.	Мы обсудили это: миска.		food,home	bowls
core5000	core5000:brief:adjective:1	brief	краткий	adjective	B1	[brˈiːf]	The example is brief.	Пример такой: краткий.	Brief = краткий. Briefly = кратко.	communication,work	
core5000	core5000:broad:adjective:1	broad	широкий	adjective	B1	[brˈɔːd]	The example is broad.	Пример такой: широкий.	Broad = широкий, часто в переносном смысле: broad topic.	communication,education	
core5000	core5000:browser:noun:1	browser	браузер	noun	A2	[brˈaʊzɜː]	Check the browser before you continue.	Проверь это перед продолжением: браузер.	Browser почти как “браузер”.	IT,technology	browsers
core5000	core5000:brush:noun:1	brush	щётка; чистить щёткой	noun	A2	[brˈʌʃ]	We discussed the brush.	Мы обсудили это: щётка.	Brush может быть noun и verb: щётка или чистить щёткой.	daily life,body	brushes
core5000	core5000:bug:noun:1	bug	ошибка; жук	noun	B1	[bˈʌɡ]	Check the bug before you continue.	Проверь это перед продолжением: ошибка.	Bug = жук, а в IT bug = ошибка в программе.	IT,nature	bugs
core5000	core5000:calculate:verb:1	calculate	вычислять	verb	B1	[kˈælkjəlˌeɪt]	We need to calculate this.	Нужно выполнить это действие: вычислять.	Calculate почти как “калькулировать”: вычислять.	education,IT	calculates,calculated,calculating
core5000	core5000:camera:noun:1	camera	камера	noun	A1	[kˈæmɜːə]	We discussed the camera.	Мы обсудили это: камера.	Camera почти как “камера”.	technology,art	cameras
core5000	core5000:campus:noun:1	campus	кампус	noun	B1	[kˈæmpəs]	We discussed the campus in class.	Мы обсудили это на уроке: кампус.	Campus почти как “кампус”.	education,city	campuses
core5000	core5000:capability:noun:1	capability	способность; возможность	noun	B1	[kˌeɪpəbˈɪlətiː]	Check the capability before you continue.	Проверь это перед продолжением: способность.	Capability связано с capable — способный.	work,IT	capabilities
core5000	core5000:cap:noun:1	cap	кепка; крышка	noun	A2	[kˈæp]	We discussed the cap.	Мы обсудили это: кепка.		clothes,daily life	caps
core5000	core5000:capture:verb:1	capture	захватывать; фиксировать	verb	B1	[kˈæptʃɜː]	We need to capture this.	Нужно выполнить это действие: захватывать.	Capture = захватить/зафиксировать, например capture image.	IT,art	captures,captured,capturing
core5000	core5000:cash:noun:1	cash	наличные	noun	A2	[kˈæʃ]	We discussed the cash.	Мы обсудили это: наличные.	Cash = наличные деньги.	money,shopping	
core5000	core5000:castle:noun:1	castle	замок	noun	A2	[kˈæsəl]	We discussed the castle before the trip.	Мы обсудили это перед поездкой: замок.		travel,history	castles
core5000	core5000:ceiling:noun:1	ceiling	потолок	noun	A2	[sˈiːlɪŋ]	We discussed the ceiling.	Мы обсудили это: потолок.		home,city	ceilings
core5000	core5000:celebration:noun:1	celebration	празднование	noun	A2	[sˌeləbrˈeɪʃən]	We discussed the celebration.	Мы обсудили это: празднование.	Celebration связано с celebrate — праздновать.	daily life,people	celebrations
core5000	core5000:cell:noun:1	cell	клетка; ячейка	noun	B1	[sˈel]	Check the cell before you continue.	Проверь это перед продолжением: клетка.	Cell = клетка, а в таблицах cell = ячейка.	science,IT	cells
core5000	core5000:chain:noun:1	chain	цепь; сеть	noun	B1	[tʃˈeɪn]	We discussed the chain.	Мы обсудили это: цепь.	Chain = цепь или сеть магазинов/событий.	daily life,business	chains
core5000	core5000:championship:noun:1	championship	чемпионат	noun	B1	[tʃˈæmpiːənʃˌɪp]	We discussed the championship.	Мы обсудили это: чемпионат.	Championship почти как “чемпионат”.	sport	championships
core5000	core5000:charity:noun:1	charity	благотворительность	noun	B1	[tʃˈerɪtiː]	We discussed the charity.	Мы обсудили это: благотворительность.		society,people	charities
core5000	core5000:chart:noun:1	chart	график; диаграмма	noun	A2	[tʃˈɑːrt]	Check the chart before you continue.	Проверь это перед продолжением: график.	Chart = график/диаграмма.	education,IT	charts
core5000	core5000:cheek:noun:1	cheek	щека	noun	A2	[tʃˈiːk]	We discussed the cheek.	Мы обсудили это: щека.		body	cheeks
core5000	core5000:chef:noun:1	chef	шеф-повар	noun	A2	[ʃˈef]	We discussed the chef at work.	Мы обсудили это на работе: шеф-повар.	Chef почти как “шеф”, но обычно значит шеф-повар.	food,work	cheves
core5000	core5000:childhood:noun:1	childhood	детство	noun	A2	[tʃˈaɪldhˌʊd]	We discussed the childhood.	Мы обсудили это: детство.	Childhood = child + -hood: период детства.	people,time	childhoods
core5000	core5000:circle:noun:1	circle	круг	noun	A2	[sˈɜːkəl]	We discussed the circle in class.	Мы обсудили это на уроке: круг.	Circle = круг.	education,art	circles
core5000	core5000:classical:adjective:1	classical	классический	adjective	B1	[klˈæsɪkəl]	The example is classical.	Пример такой: классический.	Classical почти как “классический”.	music,art	
core5000	core5000:clothing:noun:1	clothing	одежда	noun	A2	[klˈəʊðɪŋ]	We discussed the clothing.	Мы обсудили это: одежда.	Clothing = одежда как категория.	clothes,shopping	
core5000	core5000:clue:noun:1	clue	подсказка; улика	noun	B1	[klˈuː]	We discussed the clue in class.	Мы обсудили это на уроке: подсказка.	Clue = подсказка или улика.	communication,education	clues
core5000	core5000:coast:noun:1	coast	побережье	noun	A2	[kˈəʊst]	We discussed the coast before the trip.	Мы обсудили это перед поездкой: побережье.	Coast = побережье.	travel,nature	coasts
core5000	core5000:coin:noun:1	coin	монета	noun	A2	[kˈɔɪn]	We discussed the coin.	Мы обсудили это: монета.	Coin = монета.	money	coins
core5000	core5000:collapse:verb:1	collapse	разрушаться; падать	verb	B1	[kəlˈæps]	We need to collapse this.	Нужно выполнить это действие: разрушаться.	Collapse = резко рухнуть/обрушиться.	city,health	collapses,collapsed,collapsing
core5000	core5000:colleague:noun:1	colleague	коллега	noun	A2	[kˈɑːliːɡ]	We discussed the colleague at work.	Мы обсудили это на работе: коллега.	Colleague почти как “коллега”.	work,people	colleagues
core5000	core5000:comment:noun:1	comment	комментарий	noun	A2	[kˈɑːment]	Check the comment before you continue.	Проверь это перед продолжением: комментарий.	Comment почти как “комментарий”.	communication,IT	comments
core5000	core5000:commercial:adjective:1	commercial	рекламный; коммерческий	adjective	B1	[kəmˈɜːʃəl]	The example is commercial.	Пример такой: рекламный.	Commercial почти как “коммерческий”.	business,communication	
core5000	core5000:commit:verb:1	commit	совершать; фиксировать	verb	B1	[kəmˈɪt]	We need to commit this.	Нужно выполнить это действие: совершать.	Commit = совершить действие; в Git commit = зафиксировать изменения.	work,IT	commits,committed,committing
core5000	core5000:committee:noun:1	committee	комитет	noun	B1	[kəmˈɪtiː]	We discussed the committee at work.	Мы обсудили это на работе: комитет.	Committee почти как “комитет”.	work,society	committees
core5000	core5000:comparison:noun:1	comparison	сравнение	noun	B1	[kəmpˈerəsən]	We discussed the comparison in class.	Мы обсудили это на уроке: сравнение.	Comparison связано с compare — сравнивать.	education,communication	comparisons
core5000	core5000:complaint:noun:1	complaint	жалоба	noun	B1	[kəmplˈeɪnt]	We discussed the complaint at work.	Мы обсудили это на работе: жалоба.	Complaint связано с complain — жаловаться.	communication,work	complaints
core5000	core5000:conclusion:noun:1	conclusion	вывод; заключение	noun	B1	[kənklˈuːʒən]	We discussed the conclusion in class.	Мы обсудили это на уроке: вывод.	Conclusion связано с conclude — делать вывод.	education,communication	conclusions
core5000	core5000:conduct:verb:1	conduct	проводить; вести	verb	B1	[kˈɑːndəkt]	We need to conduct this.	Нужно выполнить это действие: проводить.	Conduct research = проводить исследование.	work,science	conducts,conducted,conducting
core5000	core5000:conference:noun:1	conference	конференция	noun	A2	[kˈɑːnfɜːəns]	We discussed the conference at work.	Мы обсудили это на работе: конференция.	Conference почти как “конференция”.	work,education	conferences
core5000	core5000:confirm:verb:1	confirm	подтверждать	verb	B1	[kənfˈɜːm]	We need to confirm this.	Нужно выполнить это действие: подтверждать.	Confirm почти как “подтвердить”. Confirmation = подтверждение.	communication,IT	confirms,confirmed,confirming
core5000	core5000:conflict:noun:1	conflict	конфликт	noun	B1	[kˈɑːnflɪkt]	We discussed the conflict.	Мы обсудили это: конфликт.	Conflict почти как “конфликт”.	society,people	conflicts
core5000	core5000:confusion:noun:1	confusion	путаница; замешательство	noun	B1	[kənfjˈuːʒən]	We discussed the confusion.	Мы обсудили это: путаница.	Confusion связано с confuse — путать.	emotions,communication	confusions
core5000	core5000:construction:noun:1	construction	строительство; конструкция	noun	B1	[kənstrˈʌkʃən]	We discussed the construction at work.	Мы обсудили это на работе: строительство.	Construction почти как “конструкция”, но часто значит строительство.	city,work	constructions
core5000	core5000:content:noun:1	content	содержимое; контент	noun	B1	[kˈɑːntent]	Check the content before you continue.	Проверь это перед продолжением: содержимое.	Content почти как “контент”.	IT,communication	contents
core5000	core5000:contract:noun:1	contract	договор; контракт	noun	B1	[kˈɑːntrˌækt]	We discussed the contract at work.	Мы обсудили это на работе: договор.	Contract почти как “контракт”.	work,money	contracts
core5000	core5000:contrast:noun:1	contrast	контраст; различие	noun	B1	[kˈɑːntræst]	We discussed the contrast.	Мы обсудили это: контраст.	Contrast почти как “контраст”.	art,communication	contrasts
core5000	core5000:contribution:noun:1	contribution	вклад	noun	B1	[kˌɑːntrəbjˈuːʃən]	We discussed the contribution at work.	Мы обсудили это на работе: вклад.	Contribution связано с contribute — вносить вклад.	work,society	contributions
core5000	core5000:convenience:noun:1	convenience	удобство	noun	B1	[kənvˈiːnjəns]	We discussed the convenience at work.	Мы обсудили это на работе: удобство.	Convenience связано с convenient — удобный.	daily life,work	conveniences
core5000	core5000:core:noun:1	core	ядро; основа	noun	B1	[kˈɔːr]	Check the core before you continue.	Проверь это перед продолжением: ядро.	Core = ядро/основа. Core idea = главная идея.	IT,education	cores
core5000	core5000:courage:noun:1	courage	смелость	noun	B1	[kˈɜːədʒ]	We discussed the courage.	Мы обсудили это: смелость.	Courage = смелость. Brave = смелый.	emotions,people	courages
core5000	core5000:cousin:noun:1	cousin	двоюродный брат/сестра	noun	A2	[kˈʌzən]	We discussed the cousin.	Мы обсудили это: двоюродный брат/сестра.		family,people	cousins
core5000	core5000:crack:noun:1	crack	трещина	noun	B1	[krˈæk]	We discussed the crack.	Мы обсудили это: трещина.	Crack = трещина; to crack = треснуть.	daily life,technology	cracks
core5000	core5000:craft:noun:1	craft	ремесло; мастерство	noun	B1	[krˈæft]	We discussed the craft at work.	Мы обсудили это на работе: ремесло.	Craft = ремесло/мастерство.	art,work	crafts
core5000	core5000:crash:noun:1	crash	авария; сбой	noun	B1	[krˈæʃ]	Check the crash before you continue.	Проверь это перед продолжением: авария.	Crash = авария, а в IT crash = сбой программы.	transport,IT	crashes
core5000	core5000:creature:noun:1	creature	существо	noun	B1	[krˈiːtʃɜː]	We discussed the creature.	Мы обсудили это: существо.	Creature = живое существо.	animals,nature	creatures
core5000	core5000:credit:noun:1	credit	кредит; заслуга	noun	B1	[krˈedət]	We discussed the credit in class.	Мы обсудили это на уроке: кредит.	Credit = кредит или зачёт/заслуга.	money,education	credits
core5000	core5000:crew:noun:1	crew	экипаж; команда	noun	B1	[krˈuː]	We discussed the crew before the trip.	Мы обсудили это перед поездкой: экипаж.	Crew = экипаж или команда людей.	transport,work	crews
core5000	core5000:crime:noun:1	crime	преступление	noun	A2	[krˈaɪm]	We discussed the crime.	Мы обсудили это: преступление.	Crime = преступление.	society	crimes
core5000	core5000:crisis:noun:1	crisis	кризис	noun	B1	[krˈaɪsəs]	We discussed the crisis at work.	Мы обсудили это на работе: кризис.	Crisis почти как “кризис”.	society,work	crisises
core5000	core5000:critical:adjective:1	critical	критический; важный	adjective	B1	[krˈɪtɪkəl]	The example is critical.	Пример такой: критический.	Critical почти как “критический”.	work,health	
core5000	core5000:crop:noun:1	crop	урожай; культура	noun	B1	[krˈɑːp]	We discussed the crop at work.	Мы обсудили это на работе: урожай.	Crop = урожай/сельхозкультура.	nature,work	crops
core5000	core5000:currency:noun:1	currency	валюта	noun	B1	[kˈɜːənsiː]	We discussed the currency.	Мы обсудили это: валюта.	Currency = валюта.	money	currencies
core5000	core5000:curve:noun:1	curve	кривая; изгиб	noun	B1	[kˈɜːv]	We discussed the curve in class.	Мы обсудили это на уроке: кривая.	Curve = кривая линия/изгиб.	education,science	curves
core5000	core5000:custom:adjective:1	custom	пользовательский; обычай	adjective	B1	[kˈʌstəm]	The example is custom.	Пример такой: пользовательский.	Custom в IT часто значит пользовательский/настроенный под себя.	IT,society	
core5000	core5000:decade:noun:1	decade	десятилетие	noun	A2	[dekˈeɪd]	We discussed the decade.	Мы обсудили это: десятилетие.	Decade = период в 10 лет.	time,history	decades
core5000	core5000:deck:noun:1	deck	палуба; колода	noun	B1	[dˈek]	We discussed the deck before the trip.	Мы обсудили это перед поездкой: палуба.	Deck = палуба или колода карт.	transport,daily life	decks
core5000	core5000:definitely:adverb:1	definitely	определённо; точно	adverb	A2	[dˈefənətliː]	She answered definitely.	Она ответила так: определённо.	Definitely = точно/определённо.	communication	
core5000	core5000:delivery:noun:1	delivery	доставка	noun	A2	[dɪlˈɪvɜːiː]	We discussed the delivery at work.	Мы обсудили это на работе: доставка.	Delivery связано с deliver — доставлять.	shopping,work	deliveries
core5000	core5000:depth:noun:1	depth	глубина	noun	B1	[dˈepθ]	We discussed the depth.	Мы обсудили это: глубина.	Depth связано с deep — глубокий.	science,nature	depths
core5000	core5000:despite:preposition:1	despite	несмотря на	preposition	B1	[dɪspˈaɪt]	The shop is despite the station.	Магазин находится так относительно станции: несмотря на.	Despite = несмотря на.	communication	
core5000	core5000:destination:noun:1	destination	пункт назначения	noun	B1	[dˌestənˈeɪʃən]	We discussed the destination before the trip.	Мы обсудили это перед поездкой: пункт назначения.	Destination = место, куда направляются.	travel	destinations
