source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
oxford3000	oxford3000:cook:verb:1	cook	готовить еду	verb	A1	[kʊk]	I can cook dinner.	Я могу приготовить ужин.		food,daily life	cooks,cooked,cooking
oxford3000	oxford3000:early:adjective:1	early	ранний	adjective	A1	[ˈɜːli]	We took an early train.	Мы сели на ранний поезд.		time,describing things	earlier,earliest
oxford3000	oxford3000:early:adverb:1	early	рано	adverb	A1	[ˈɜːli]	I woke up early.	Я проснулся рано.		time,daily life	earlier,earliest
oxford3000	oxford3000:as:preposition:1	as	как; в качестве	preposition	A1	[æz]	He works as a teacher.	Он работает учителем.		grammar,work	
oxford3000	oxford3000:build:verb:1	build	строить	verb	A1	[bɪld]	They build houses.	Они строят дома.		work,home	builds,built,building
oxford3000	oxford3000:cooking:noun:1	cooking	готовка; кулинария	noun	A1	[ˈkʊkɪŋ]	I enjoy cooking.	Мне нравится готовить.		food,daily life	
oxford3000	oxford3000:east:noun:1	east	восток	noun	A1	[iːst]	The sun rises in the east.	Солнце встаёт на востоке.		place,geography	
oxford3000	oxford3000:east:adjective:1	east	восточный	adjective	A1	[iːst]	They live on the east side.	Они живут на восточной стороне.		place,geography	
oxford3000	oxford3000:east:adverb:1	east	на восток; к востоку	adverb	A1	[iːst]	Drive east for ten minutes.	Езжай на восток десять минут.		place,travel	
oxford3000	oxford3000:building:noun:1	building	здание	noun	A1	[ˈbɪldɪŋ]	This building is old.	Это здание старое.		city,place	buildings
oxford3000	oxford3000:cool:adjective:1	cool	прохладный; классный	adjective	A1	[kuːl]	The water is cool.	Вода прохладная.		weather,describing things	cooler,coolest
oxford3000	oxford3000:at:preposition:1	at	в; у; на	preposition	A1	[æt]	Meet me at the station.	Встреть меня на станции.		grammar,place	
oxford3000	oxford3000:correct:verb:1	correct	исправлять; проверять	verb	A1	[kəˈrekt]	Correct the mistakes.	Исправь ошибки.		education,communication	corrects,corrected,correcting
oxford3000	oxford3000:eat:verb:1	eat	есть; кушать	verb	A1	[iːt]	Let's eat lunch.	Давай пообедаем.		food,daily life	eats,ate,eaten,eating
oxford3000	oxford3000:august:noun:1	august	август	noun	A1	[ˈɔːɡəst]	We travel in August.	Мы путешествуем в августе.		time,calendar	
oxford3000	oxford3000:cost:verb:1	cost	стоить	verb	A1	[kɒst]	How much does it cost?	Сколько это стоит?		money,shopping	costs,cost,costing
oxford3000	oxford3000:egg:noun:1	egg	яйцо	noun	A1	[eɡ]	I had an egg for breakfast.	Я съел яйцо на завтрак.		food,daily life	eggs
oxford3000	oxford3000:aunt:noun:1	aunt	тётя	noun	A1	[ɑːnt]	My aunt lives in London.	Моя тётя живёт в Лондоне.		family,people	aunts
oxford3000	oxford3000:busy:adjective:1	busy	занятый	adjective	A1	[ˈbɪzi]	I am busy now.	Я сейчас занят.		work,daily life	busier,busiest
oxford3000	oxford3000:could:verb:1	could	мог; могла; мог бы	verb	A1	[kʊd]	Could you help me?	Не мог бы ты мне помочь?		grammar,communication	
oxford3000	oxford3000:eight:number:1	eight	восемь	number	A1	[eɪt]	There are eight chairs.	Здесь восемь стульев.		numbers,basic words	
oxford3000	oxford3000:autumn:noun:1	autumn	осень	noun	A1	[ˈɔːtəm]	Autumn is my favourite season.	Осень — моё любимое время года.		time,nature	autumns
oxford3000	oxford3000:but:conjunction:1	but	но	conjunction	A1	[bʌt]	I like tea, but not coffee.	Я люблю чай, но не кофе.		grammar,communication	
oxford3000	oxford3000:country:noun:1	country	страна; сельская местность	noun	A1	[ˈkʌntri]	France is a country in Europe.	Франция — страна в Европе.		geography,place	countries
oxford3000	oxford3000:eighteen:number:1	eighteen	восемнадцать	number	A1	[ˌeɪˈtiːn]	She is eighteen years old.	Ей восемнадцать лет.		numbers,basic words	
oxford3000	oxford3000:away:adverb:1	away	прочь; далеко; в стороне	adverb	A1	[əˈweɪ]	Go away, please.	Пожалуйста, уйди.		movement,place	
oxford3000	oxford3000:butter:noun:1	butter	сливочное масло	noun	A1	[ˈbʌtə]	Put some butter on the bread.	Намажь немного масла на хлеб.		food,daily life	
oxford3000	oxford3000:course:noun:1	course	курс; блюдо	noun	A1	[kɔːs]	She is taking an English course.	Она проходит курс английского.		education,food	courses
oxford3000	oxford3000:eighty:number:1	eighty	восемьдесят	number	A1	[ˈeɪti]	My grandfather is eighty.	Моему дедушке восемьдесят.		numbers,basic words	
oxford3000	oxford3000:baby:noun:1	baby	младенец; малыш	noun	A1	[ˈbeɪbi]	The baby is sleeping.	Малыш спит.		family,people	babies
oxford3000	oxford3000:buy:verb:1	buy	покупать	verb	A1	[baɪ]	I need to buy milk.	Мне нужно купить молоко.		shopping,money	buys,bought,buying
oxford3000	oxford3000:elephant:noun:1	elephant	слон	noun	A1	[ˈelɪfənt]	An elephant is a large animal.	Слон — большое животное.		animals,nature	elephants
oxford3000	oxford3000:back:noun:1	back	спина; задняя часть	noun	A1	[bæk]	My back hurts.	У меня болит спина.		body,place	backs
oxford3000	oxford3000:back:adverb:1	back	назад; обратно	adverb	A1	[bæk]	Come back soon.	Возвращайся скорее.		movement,place	
oxford3000	oxford3000:by:preposition:1	by	у; рядом с; с помощью; к	preposition	A1	[baɪ]	The hotel is by the sea.	Отель находится у моря.		grammar,place	
oxford3000	oxford3000:cow:noun:1	cow	корова	noun	A1	[kaʊ]	The cow is in the field.	Корова в поле.		animals,nature	cows
oxford3000	oxford3000:eleven:number:1	eleven	одиннадцать	number	A1	[ɪˈlevn]	The lesson starts at eleven.	Урок начинается в одиннадцать.		numbers,time	
oxford3000	oxford3000:bye:exclamation:1	bye	пока; до свидания	exclamation	A1	[baɪ]	Bye! See you tomorrow.	Пока! Увидимся завтра.		communication,basic words	
oxford3000	oxford3000:cream:noun:1	cream	сливки; крем	noun	A1	[kriːm]	Add cream to the soup.	Добавь сливки в суп.		food,daily life	creams
oxford3000	oxford3000:else:adverb:1	else	ещё; другой	adverb	A1	[els]	What else do you need?	Что ещё тебе нужно?		grammar,communication	
oxford3000	oxford3000:cafe:noun:1	cafe	кафе	noun	A1	[ˈkæfeɪ]	Let's meet in a cafe.	Давай встретимся в кафе.		food,place	cafes
oxford3000	oxford3000:email:verb:1	email	отправлять по электронной почте	verb	A1	[ˈiːmeɪl]	Email me the file.	Отправь мне файл по электронной почте.		IT,communication	emails,emailed,emailing
oxford3000	oxford3000:ball:noun:1	ball	мяч; шар	noun	A1	[bɔːl]	The children are playing with a ball.	Дети играют с мячом.		sport,daily life	balls
oxford3000	oxford3000:cake:noun:1	cake	торт; пирог; кекс	noun	A1	[keɪk]	She made a chocolate cake.	Она приготовила шоколадный торт.		food,daily life	cakes
oxford3000	oxford3000:end:noun:1	end	конец	noun	A1	[end]	This is the end of the story.	Это конец истории.		time,place	ends
oxford3000	oxford3000:end:verb:1	end	заканчивать; заканчиваться	verb	A1	[end]	The film ends at nine.	Фильм заканчивается в девять.		time,basic verbs	ends,ended,ending
oxford3000	oxford3000:banana:noun:1	banana	банан	noun	A1	[bəˈnɑːnə]	I ate a banana.	Я съел банан.		food,daily life	bananas
oxford3000	oxford3000:call:verb:1	call	звонить; называть	verb	A1	[kɔːl]	Call me later.	Позвони мне позже.		communication,basic verbs	calls,called,calling
oxford3000	oxford3000:call:noun:1	call	звонок; вызов	noun	A1	[kɔːl]	I missed your call.	Я пропустил твой звонок.		communication,daily life	calls
oxford3000	oxford3000:cup:noun:1	cup	чашка; кубок	noun	A1	[kʌp]	Would you like a cup of tea?	Хочешь чашку чая?		food,daily life	cups
oxford3000	oxford3000:enjoy:verb:1	enjoy	наслаждаться; получать удовольствие	verb	A1	[ɪnˈdʒɔɪ]	Enjoy your meal.	Приятного аппетита.		emotions,daily life	enjoys,enjoyed,enjoying
oxford3000	oxford3000:band:noun:1	band	группа; музыкальная группа	noun	A1	[bænd]	My favourite band is playing tonight.	Моя любимая группа играет сегодня вечером.		music,people	bands
oxford3000	oxford3000:enough:determiner:1	enough	достаточно	determiner	A1	[ɪˈnʌf]	We have enough time.	У нас достаточно времени.		grammar,basic words	
oxford3000	oxford3000:enough:pronoun:1	enough	достаточно; хватит	pronoun	A1	[ɪˈnʌf]	That's enough.	Этого достаточно.		grammar,basic words	
