source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
oxford3000	oxford3000:bird:noun:1	bird	птица	noun	A1	[bɜːd]	A bird is singing outside.	Снаружи поёт птица.		animals,nature	birds
oxford3000	oxford3000:cinema:noun:1	cinema	кинотеатр; кино	noun	A1	[ˈsɪnəmə]	Let's go to the cinema.	Давай пойдём в кино.		art,daily life	cinemas
oxford3000	oxford3000:birthday:noun:1	birthday	день рождения	noun	A1	[ˈbɜːθdeɪ]	Happy birthday!	С днём рождения!		time,family	birthdays
oxford3000	oxford3000:all:determiner:1	all	весь; все	determiner	A1	[ɔːl]	All students must register.	Все студенты должны зарегистрироваться.		grammar,basic words	
oxford3000	oxford3000:all:pronoun:1	all	все; всё	pronoun	A1	[ɔːl]	All are welcome.	Добро пожаловать всем.		grammar,basic words	
oxford3000	oxford3000:black:noun:1	black	чёрный цвет	noun	A1	[blæk]	Black is my favourite colour.	Чёрный — мой любимый цвет.		colors,describing things	
oxford3000	oxford3000:also:adverb:1	also	также; тоже	adverb	A1	[ˈɔːlsəʊ]	She also speaks French.	Она также говорит по-французски.		communication,grammar	
oxford3000	oxford3000:blog:noun:1	blog	блог	noun	A1	[blɒɡ]	She writes a travel blog.	Она ведёт блог о путешествиях.		IT,media	blogs
oxford3000	oxford3000:classroom:noun:1	classroom	класс; учебная аудитория	noun	A1	[ˈklɑːsruːm]	The classroom is clean.	Класс чистый.		education,place	classrooms
oxford3000	oxford3000:dinner:noun:1	dinner	ужин; обед	noun	A1	[ˈdɪnə]	Dinner is ready.	Ужин готов.		food,daily life	dinners
oxford3000	oxford3000:blonde:adjective:1	blonde	светловолосый; блондинистый	adjective	A1	[blɒnd]	She has blonde hair.	У неё светлые волосы.		appearance,people	
oxford3000	oxford3000:clean:adjective:1	clean	чистый	adjective	A1	[kliːn]	The kitchen is clean.	Кухня чистая.		home,describing things	cleaner,cleanest
oxford3000	oxford3000:clean:verb:1	clean	чистить; убирать	verb	A1	[kliːn]	Clean your room.	Убери свою комнату.		home,daily life	cleans,cleaned,cleaning
oxford3000	oxford3000:blue:adjective:1	blue	синий; голубой	adjective	A1	[bluː]	The sky is blue.	Небо синее.		colors,describing things	
oxford3000	oxford3000:blue:noun:1	blue	синий цвет; голубой цвет	noun	A1	[bluː]	Blue is a calm colour.	Синий — спокойный цвет.		colors,art	
oxford3000	oxford3000:climb:verb:1	climb	подниматься; взбираться	verb	A1	[klaɪm]	We climbed the hill.	Мы поднялись на холм.		movement,sport	climbs,climbed,climbing
oxford3000	oxford3000:discuss:verb:1	discuss	обсуждать	verb	A1	[dɪˈskʌs]	Let's discuss the plan.	Давай обсудим план.		communication,work	discusses,discussed,discussing
oxford3000	oxford3000:boat:noun:1	boat	лодка; катер	noun	A1	[bəʊt]	They crossed the lake by boat.	Они пересекли озеро на лодке.		transport,travel	boats
oxford3000	oxford3000:clock:noun:1	clock	часы	noun	A1	[klɒk]	The clock is on the wall.	Часы на стене.		time,home	clocks
oxford3000	oxford3000:body:noun:1	body	тело	noun	A1	[ˈbɒdi]	Exercise is good for your body.	Физическая активность полезна для тела.		body,health	bodies
oxford3000	oxford3000:close:verb:1	close	закрывать; закрываться	verb	A1	[kləʊz]	Close the door, please.	Закрой дверь, пожалуйста.		basic verbs,daily life	closes,closed,closing
oxford3000	oxford3000:do:verb:1	do	делать; выполнять	verb	A1	[duː]	Do your homework.	Сделай домашнее задание.		basic verbs,daily life	does,did,done,doing
oxford3000	oxford3000:clothes:noun:1	clothes	одежда	noun	A1	[kləʊðz]	Put your clothes in the bag.	Положи одежду в сумку.		clothes,daily life	
oxford3000	oxford3000:another:determiner:1	another	другой; ещё один	determiner	A1	[əˈnʌðə]	Can I have another cup?	Можно мне ещё одну чашку?		grammar,basic words	
oxford3000	oxford3000:another:pronoun:1	another	другой; ещё один	pronoun	A1	[əˈnʌðə]	One student left, and another arrived.	Один студент ушёл, а другой пришёл.		grammar,basic words	
oxford3000	oxford3000:boot:noun:1	boot	ботинок; сапог	noun	A1	[buːt]	My boots are wet.	Мои ботинки мокрые.		clothes,daily life	boots
oxford3000	oxford3000:club:noun:1	club	клуб	noun	A1	[klʌb]	She joined a sports club.	Она вступила в спортивный клуб.		sport,society	clubs
oxford3000	oxford3000:dog:noun:1	dog	собака	noun	A1	[dɒɡ]	The dog is friendly.	Собака дружелюбная.		animals,daily life	dogs
oxford3000	oxford3000:answer:noun:1	answer	ответ	noun	A1	[ˈɑːnsə]	What is the answer?	Какой ответ?		education,communication	answers
oxford3000	oxford3000:bored:adjective:1	bored	скучающий; которому скучно	adjective	A1	[bɔːd]	I am bored.	Мне скучно.		emotions,people	
oxford3000	oxford3000:dollar:noun:1	dollar	доллар	noun	A1	[ˈdɒlə]	It costs ten dollars.	Это стоит десять долларов.		money,numbers	dollars
oxford3000	oxford3000:any:determiner:1	any	какой-либо; любой; никакой	determiner	A1	[ˈeni]	Do you have any questions?	У тебя есть вопросы?		grammar,basic words	
