source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
core5000	core5000:disadvantage:noun:1	disadvantage	недостаток; минус	noun	B1	[ˌdɪsədˈvɑːntɪdʒ]	The main disadvantage is the price.	Главный недостаток — цена.	Disadvantage = opposite of advantage.	communication,work	disadvantages
core5000	core5000:disagree:verb:1	disagree	не соглашаться	verb	A2	[ˌdɪsəˈɡriː]	I disagree with this opinion.	Я не согласен с этим мнением.	Disagree = dis- + agree: не соглашаться.	communication	disagrees,disagreed,disagreeing
core5000	core5000:disappear:verb:1	disappear	исчезать	verb	A2	[ˌdɪsəˈpɪə]	The message disappeared.	Сообщение исчезло.	Disappear = dis- + appear: перестать появляться/исчезнуть.	daily life,communication	disappears,disappeared,disappearing
core5000	core5000:disappoint:verb:1	disappoint	разочаровывать	verb	B1	[ˌdɪsəˈpɔɪnt]	The result disappointed us.	Результат нас разочаровал.	Disappoint связано с disappointed — разочарованный.	emotions,people	disappoints,disappointed,disappointing
core5000	core5000:discard:verb:1	discard	отбрасывать; удалять	verb	B2	[dɪsˈkɑːd]	Discard the old version.	Отбрось старую версию.	Discard = убрать как ненужное; в IT часто discard changes.	IT,work	discards,discarded,discarding
core5000	core5000:discharge:verb:1	discharge	выписывать; разряд	verb	B2	[dɪsˈtʃɑːdʒ]	The hospital discharged the patient.	Больница выписала пациента.	Discharge = выписать из больницы, разрядить или выпускать.	health,science	discharges,discharged,discharging
core5000	core5000:disclose:verb:1	disclose	раскрывать; разглашать	verb	B2	[dɪsˈkləʊz]	Do not disclose personal data.	Не разглашай личные данные.	Disclose = открыть информацию, которая была скрыта.	IT,society	discloses,disclosed,disclosing
core5000	core5000:disclosure:noun:1	disclosure	раскрытие информации	noun	B2	[dɪsˈkləʊʒə]	The report includes full disclosure.	Отчёт включает полное раскрытие информации.	Disclosure связано с disclose — раскрывать.	society,IT	disclosures
core5000	core5000:discomfort:noun:1	discomfort	дискомфорт	noun	B2	[dɪsˈkʌmfət]	The medicine may cause discomfort.	Лекарство может вызвать дискомфорт.	Discomfort = dis- + comfort: отсутствие комфорта.	health,emotions	
core5000	core5000:discourage:verb:1	discourage	отговаривать; обескураживать	verb	B2	[dɪsˈkʌrɪdʒ]	Do not discourage beginners.	Не отговаривай новичков.	Discourage = opposite of encourage.	communication,education	discourages,discouraged,discouraging
core5000	core5000:discrete:adjective:1	discrete	отдельный; дискретный	adjective	B2	[dɪˈskriːt]	The data is divided into discrete groups.	Данные разделены на отдельные группы.	Discrete = отдельный/раздельный. Не путать с discreet — осторожный.	science,IT	
core5000	core5000:discretion:noun:1	discretion	усмотрение; осторожность	noun	B2	[dɪˈskreʃən]	Use your own discretion.	Действуй по своему усмотрению.	Discretion = осторожность или право решать по ситуации.	communication,work	
core5000	core5000:discrimination:noun:1	discrimination	дискриминация; различение	noun	B2	[dɪˌskrɪmɪˈneɪʃən]	The law bans discrimination.	Закон запрещает дискриминацию.	Discrimination почти как “дискриминация”; в нейтральном смысле также различение.	society	
core5000	core5000:disguise:noun:1	disguise	маскировка; маскировать	noun	B2	[dɪsˈɡaɪz]	He wore a disguise.	Он был в маскировке.	Disguise = скрыть настоящий вид.	communication,art	disguises
core5000	core5000:disorder:noun:1	disorder	расстройство; беспорядок	noun	B2	[dɪsˈɔːdə]	The room was in disorder.	В комнате был беспорядок.	Disorder = отсутствие порядка; также медицинское “расстройство”.	health,daily life	disorders
core5000	core5000:dispatch:verb:1	dispatch	отправлять; отправка	verb	B2	[dɪˈspætʃ]	The order was dispatched yesterday.	Заказ отправили вчера.	Dispatch = официально отправить товар/сообщение/группу.	business,transport	dispatches,dispatched,dispatching
core5000	core5000:disposal:noun:1	disposal	утилизация; распоряжение	noun	B2	[dɪˈspəʊzəl]	Waste disposal is expensive.	Утилизация отходов дорогая.	Disposal связано с dispose: избавиться или распорядиться.	nature,work	
core5000	core5000:dispose:verb:1	dispose	избавляться; располагать	verb	B2	[dɪˈspəʊz]	Dispose of the old batteries safely.	Безопасно утилизируй старые батарейки.	Dispose of = избавиться от чего-то правильно.	nature,daily life	disposes,disposed,disposing
core5000	core5000:dispute:noun:1	dispute	спор; оспаривать	noun	B2	[dɪˈspjuːt]	The dispute lasted for months.	Спор длился месяцы.	Dispute = серьёзный спор/конфликт мнений.	communication,society	disputes
core5000	core5000:disrupt:verb:1	disrupt	нарушать; срывать	verb	B2	[dɪsˈrʌpt]	The noise disrupted the lesson.	Шум сорвал урок.	Disrupt = нарушить нормальный ход процесса.	education,work	disrupts,disrupted,disrupting
core5000	core5000:dissolve:verb:1	dissolve	растворяться; распускать	verb	B2	[dɪˈzɒlv]	Sugar dissolves in water.	Сахар растворяется в воде.	Dissolve = растворяться или распускать организацию.	science,society	dissolves,dissolved,dissolving
core5000	core5000:distinction:noun:1	distinction	различие; отличие	noun	B2	[dɪˈstɪŋkʃən]	There is a clear distinction between the terms.	Между терминами есть чёткое различие.	Distinction связано с distinct — отдельный/отличный.	education,communication	distinctions
core5000	core5000:distort:verb:1	distort	искажать	verb	B2	[dɪˈstɔːt]	The image was distorted.	Изображение было искажено.	Distort = исказить форму, звук или смысл.	IT,communication	distorts,distorted,distorting
core5000	core5000:distribute:verb:1	distribute	распределять	verb	B1	[dɪˈstrɪbjuːt]	Distribute the tasks between the team members.	Распредели задачи между членами команды.	Distribute почти как “дистрибутировать”: распределять.	work,IT	distributes,distributed,distributing
core5000	core5000:distribution:noun:1	distribution	распределение; распространение	noun	B2	[ˌdɪstrɪˈbjuːʃən]	The chart shows income distribution.	График показывает распределение доходов.	Distribution связано с distribute — распределять.	business,IT	distributions
core5000	core5000:diversity:noun:1	diversity	разнообразие	noun	B2	[daɪˈvɜːsəti]	The city is known for cultural diversity.	Город известен культурным разнообразием.	Diversity = разнообразие. Diverse = разнообразный.	society,education	
core5000	core5000:dock:noun:1	dock	док; пристань	noun	B2	[dɒk]	The ship arrived at the dock.	Корабль прибыл к пристани.	Dock = место у воды для кораблей; в интерфейсах dock = панель.	transport,IT	docks
core5000	core5000:doctrine:noun:1	doctrine	доктрина; учение	noun	B2	[ˈdɒktrɪn]	The doctrine influenced policy.	Доктрина повлияла на политику.	Doctrine почти как “доктрина”: система идей/учение.	society,history	doctrines
core5000	core5000:documentation:noun:1	documentation	документация	noun	B1	[ˌdɒkjumenˈteɪʃən]	Read the documentation before using the API.	Прочитай документацию перед использованием API.	Documentation почти как “документация”.	IT,work	
core5000	core5000:domain:noun:1	domain	домен; область	noun	B1	[dəˈmeɪn]	The website uses a new domain.	Сайт использует новый домен.	Domain = домен сайта или область знаний.	IT,education	domains
core5000	core5000:dominant:adjective:1	dominant	доминирующий	adjective	B2	[ˈdɒmɪnənt]	English is dominant in many tech fields.	Английский доминирует во многих технических сферах.	Dominant почти как “доминирующий”.	society,work	
core5000	core5000:donation:noun:1	donation	пожертвование	noun	B1	[dəʊˈneɪʃən]	The school received a donation.	Школа получила пожертвование.	Donation связано с donate — жертвовать.	money,society	donations
core5000	core5000:draft:noun:1	draft	черновик; проект	noun	B1	[drɑːft]	Save the message as a draft.	Сохрани сообщение как черновик.	Draft = черновик текста или проект документа.	communication,work	drafts
core5000	core5000:drain:verb:1	drain	слив; осушать	verb	B2	[dreɪn]	Drain the water from the sink.	Слей воду из раковины.	Drain = отводить жидкость; drain can also mean exhaust energy.	home,health	drains,drained,draining
core5000	core5000:drift:verb:1	drift	дрейф; медленно двигаться	verb	B2	[drɪft]	The boat drifted away from the shore.	Лодка медленно отнеслась от берега.	Drift = медленно смещаться без контроля.	nature,transport	drifts,drifted,drifting
