source	source_key	text	translate	type	level	transcription	example	example_ru	memory_hint	topics	forms
core5000	core5000:comfortably:adverb:1	comfortably	удобно; комфортно	adverb	B1	[ˈkʌmftəbli]	The chair fits comfortably in the room.	Стул удобно помещается в комнате.	Comfortably связано с comfortable — удобный.	home,daily life	
core5000	core5000:command:noun:1	command	команда; приказ	noun	B1	[kəˈmɑːnd]	Type the command in the terminal.	Введи команду в терминале.	Command = команда. В IT command = команда для программы.	IT,work	commands
core5000	core5000:commerce:noun:1	commerce	торговля; коммерция	noun	B2	[ˈkɒmɜːs]	Online commerce is growing.	Онлайн-торговля растёт.	Commerce почти как “коммерция”.	business,money	
core5000	core5000:commission:noun:1	commission	комиссия; поручение	noun	B2	[kəˈmɪʃən]	The agent gets a commission.	Агент получает комиссию.	Commission = комиссия/вознаграждение или поручение.	money,work	commissions
core5000	core5000:commitment:noun:1	commitment	обязательство; преданность	noun	B2	[kəˈmɪtmənt]	The project requires commitment.	Проект требует серьёзной вовлечённости.	Commitment связано с commit — брать обязательство.	work,people	commitments
core5000	core5000:commodity:noun:1	commodity	товар; сырьё	noun	B2	[kəˈmɒdəti]	Oil is an important commodity.	Нефть — важный товар/сырьё.	Commodity = товар, особенно сырьевой товар.	business,money	commodities
core5000	core5000:companion:noun:1	companion	спутник; компаньон	noun	B1	[kəmˈpæniən]	The dog was his loyal companion.	Собака была его верным спутником.	Companion = тот, кто находится рядом и сопровождает.	people,travel	companions
core5000	core5000:compatible:adjective:1	compatible	совместимый	adjective	B2	[kəmˈpætəbəl]	This plugin is compatible with the new version.	Этот плагин совместим с новой версией.	Compatible = совместимый.	IT,technology	
core5000	core5000:compensation:noun:1	compensation	компенсация	noun	B2	[ˌkɒmpenˈseɪʃən]	They received compensation for the delay.	Они получили компенсацию за задержку.	Compensation почти как “компенсация”.	money,work	
core5000	core5000:compile:verb:1	compile	компилировать; собирать	verb	B2	[kəmˈpaɪl]	Compile the code before running it.	Скомпилируй код перед запуском.	Compile почти как “компилировать”.	IT,work	compiles,compiled,compiling
core5000	core5000:completion:noun:1	completion	завершение	noun	B2	[kəmˈpliːʃən]	The completion of the project took a month.	Завершение проекта заняло месяц.	Completion связано с complete — завершать.	work,time	
core5000	core5000:component:noun:1	component	компонент; составная часть	noun	B1	[kəmˈpəʊnənt]	This component controls the menu.	Этот компонент управляет меню.	Component почти как “компонент”.	IT,technology	components
core5000	core5000:compose:verb:1	compose	составлять; сочинять	verb	B2	[kəmˈpəʊz]	She composed a short song.	Она сочинила короткую песню.	Compose = составлять из частей или сочинять музыку/текст.	art,communication	composes,composed,composing
core5000	core5000:composer:noun:1	composer	композитор	noun	B1	[kəmˈpəʊzə]	Mozart was a famous composer.	Моцарт был известным композитором.	Composer = compose + -er: тот, кто сочиняет музыку.	music,art	composers
core5000	core5000:composition:noun:1	composition	сочинение; состав; композиция	noun	B2	[ˌkɒmpəˈzɪʃən]	The composition of the image is balanced.	Композиция изображения сбалансирована.	Composition связано с compose — составлять/сочинять.	art,education	compositions
core5000	core5000:compound:noun:1	compound	составной; соединение	noun	B2	[ˈkɒmpaʊnd]	Water is a chemical compound.	Вода — химическое соединение.	Compound = составное слово/соединение.	science,language	compounds
core5000	core5000:comprehensive:adjective:1	comprehensive	всесторонний; полный	adjective	B2	[ˌkɒmprɪˈhensɪv]	The guide gives a comprehensive overview.	Руководство даёт полный обзор.	Comprehensive = охватывающий всё важное, полный.	education,work	
core5000	core5000:compress:verb:1	compress	сжимать	verb	B2	[kəmˈpres]	Compress the image before uploading it.	Сожми изображение перед загрузкой.	Compress = сжимать. В IT compress = уменьшить размер файла.	IT,technology	compresses,compressed,compressing
core5000	core5000:compression:noun:1	compression	сжатие	noun	B2	[kəmˈpreʃən]	Image compression reduces file size.	Сжатие изображения уменьшает размер файла.	Compression связано с compress — сжимать.	IT,technology	
core5000	core5000:concentrate:verb:1	concentrate	сосредотачиваться	verb	B1	[ˈkɒnsəntreɪt]	Concentrate on one task.	Сосредоточься на одной задаче.	Concentrate почти как “концентрироваться”.	education,work	concentrates,concentrated,concentrating
core5000	core5000:concentration:noun:1	concentration	концентрация; сосредоточенность	noun	B2	[ˌkɒnsənˈtreɪʃən]	Good sleep improves concentration.	Хороший сон улучшает концентрацию.	Concentration связано с concentrate — сосредотачиваться.	education,health	
core5000	core5000:conceptual:adjective:1	conceptual	концептуальный	adjective	B2	[kənˈseptʃuəl]	This is a conceptual problem.	Это концептуальная проблема.	Conceptual связано с concept — понятие/концепция.	education,work	
core5000	core5000:concerned:adjective:1	concerned	обеспокоенный; связанный	adjective	B1	[kənˈsɜːnd]	She is concerned about the result.	Она обеспокоена результатом.	Concerned about = обеспокоенный чем-то.	emotions,communication	
core5000	core5000:conclude:verb:1	conclude	заключать; завершать	verb	B1	[kənˈkluːd]	We concluded that the test was useful.	Мы заключили, что тест был полезен.	Conclude связано с conclusion — вывод/заключение.	education,communication	concludes,concluded,concluding
core5000	core5000:conclusion:noun:1	conclusion	вывод; заключение	noun	B1	[kənˈkluːʒən]	The conclusion is clear.	Вывод понятен.	Conclusion связано с conclude — делать вывод.	education,communication	conclusions
core5000	core5000:conduct:verb:1	conduct	проводить; поведение	verb	B2	[kənˈdʌkt]	They conducted a survey.	Они провели опрос.	Conduct как verb = проводить; conduct как noun = поведение.	work,education	conducts,conducted,conducting
core5000	core5000:conference:noun:1	conference	конференция	noun	A2	[ˈkɒnfərəns]	The conference starts tomorrow.	Конференция начинается завтра.	Conference почти как “конференция”.	work,education	conferences
core5000	core5000:confess:verb:1	confess	признаваться	verb	B2	[kənˈfes]	He confessed his mistake.	Он признал свою ошибку.	Confess = признаться в чём-то.	communication,people	confesses,confessed,confessing
core5000	core5000:confidence:noun:1	confidence	уверенность	noun	B1	[ˈkɒnfɪdəns]	Practice gives confidence.	Практика даёт уверенность.	Confidence связано с confident — уверенный.	emotions,education	
core5000	core5000:configuration:noun:1	configuration	конфигурация; настройка	noun	B2	[kənˌfɪɡəˈreɪʃən]	Check the server configuration.	Проверь конфигурацию сервера.	Configuration почти как “конфигурация”.	IT,technology	configurations
core5000	core5000:confirm:verb:1	confirm	подтверждать	verb	B1	[kənˈfɜːm]	Confirm your email address.	Подтверди свой email-адрес.	Confirm = подтвердить. Confirmation = подтверждение.	IT,communication	confirms,confirmed,confirming
core5000	core5000:confirmation:noun:1	confirmation	подтверждение	noun	B1	[ˌkɒnfəˈmeɪʃən]	You will receive a confirmation email.	Ты получишь письмо с подтверждением.	Confirmation связано с confirm — подтверждать.	IT,communication	confirmations
core5000	core5000:confusion:noun:1	confusion	путаница; замешательство	noun	B2	[kənˈfjuːʒən]	The instructions caused confusion.	Инструкции вызвали путаницу.	Confusion связано с confuse — путать.	communication,education	
core5000	core5000:conscious:adjective:1	conscious	сознательный; находящийся в сознании	adjective	B2	[ˈkɒnʃəs]	He was conscious after the accident.	Он был в сознании после происшествия.	Conscious = осознающий или находящийся в сознании.	health,people	
core5000	core5000:consent:noun:1	consent	согласие	noun	B2	[kənˈsent]	We need the user's consent.	Нам нужно согласие пользователя.	Consent = согласие, часто официальное.	society,IT	
core5000	core5000:consist:verb:1	consist	состоять	verb	B1	[kənˈsɪst]	The team consists of five people.	Команда состоит из пяти человек.	Consist часто идёт с of: consist of — состоять из.	communication,work	consists,consisted,consisting
core5000	core5000:consistent:adjective:1	consistent	последовательный; стабильный	adjective	B2	[kənˈsɪstənt]	Her results are consistent.	Её результаты стабильны.	Consistent = стабильный/последовательный, без противоречий.	work,education	
core5000	core5000:constant:adjective:1	constant	постоянный	adjective	B2	[ˈkɒnstənt]	The app needs a constant internet connection.	Приложению нужно постоянное интернет-соединение.	Constant почти как “константа”: постоянный.	IT,science	
core5000	core5000:construct:verb:1	construct	строить; создавать	verb	B2	[kənˈstrʌkt]	They constructed a new bridge.	Они построили новый мост.	Construct связано с construction — строительство.	building,work	constructs,constructed,constructing
core5000	core5000:construction:noun:1	construction	строительство; конструкция	noun	B1	[kənˈstrʌkʃən]	The road is under construction.	Дорога строится.	Construction связано с construct — строить.	building,work	constructions
core5000	core5000:container:noun:1	container	контейнер; ёмкость	noun	B1	[kənˈteɪnə]	The container holds user data.	Контейнер хранит данные пользователя.	Container = contain + -er: то, что содержит что-то внутри.	IT,daily life	containers
core5000	core5000:contemporary:adjective:1	contemporary	современный	adjective	B2	[kənˈtempərəri]	The museum shows contemporary art.	Музей показывает современное искусство.	Contemporary = современный, относящийся к нашему времени.	art,society	
core5000	core5000:contest:noun:1	contest	конкурс; соревнование	noun	B1	[ˈkɒntest]	She won a writing contest.	Она выиграла конкурс сочинений.	Contest = конкурс/соревнование.	education,sport	contests
core5000	core5000:contractor:noun:1	contractor	подрядчик	noun	B2	[kənˈtræktə]	The contractor repaired the roof.	Подрядчик отремонтировал крышу.	Contractor связан с contract — контракт; тот, кто работает по договору.	work,business	contractors
core5000	core5000:contribution:noun:1	contribution	вклад	noun	B2	[ˌkɒntrɪˈbjuːʃən]	Her contribution was important.	Её вклад был важен.	Contribution связано с contribute — вносить вклад.	work,society	contributions
core5000	core5000:convenience:noun:1	convenience	удобство	noun	B2	[kənˈviːniəns]	Online payment offers convenience.	Онлайн-оплата даёт удобство.	Convenience связано с convenient — удобный.	IT,daily life	
core5000	core5000:convention:noun:1	convention	съезд; соглашение; условность	noun	B2	[kənˈvenʃən]	The convention attracted many experts.	Съезд привлёк много экспертов.	Convention может значить съезд, соглашение или принятую условность.	work,society	conventions
core5000	core5000:conversion:noun:1	conversion	преобразование; конверсия	noun	B2	[kənˈvɜːʃən]	File conversion takes a few seconds.	Преобразование файла занимает несколько секунд.	Conversion связано с convert — преобразовывать.	IT,business	conversions
core5000	core5000:convert:verb:1	convert	преобразовывать; конвертировать	verb	B1	[kənˈvɜːt]	Convert the file to PDF.	Преобразуй файл в PDF.	Convert почти как “конвертировать”.	IT,technology	converts,converted,converting
core5000	core5000:coordinate:noun:1	coordinate	координата; координировать	noun	B2	[kəʊˈɔːdɪnət]	The map shows the coordinates.	Карта показывает координаты.	Coordinate может быть координата или глагол “координировать”.	science,IT	coordinates
core5000	core5000:corporate:adjective:1	corporate	корпоративный	adjective	B2	[ˈkɔːpərət]	She works in corporate finance.	Она работает в корпоративных финансах.	Corporate почти как “корпоративный”.	business,work	
core5000	core5000:correspond:verb:1	correspond	соответствовать; переписываться	verb	B2	[ˌkɒrəˈspɒnd]	The numbers correspond to the table.	Числа соответствуют таблице.	Correspond = соответствовать или вести переписку.	communication,education	corresponds,corresponded,corresponding
